Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win JMU,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover JMU,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win JMU,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover JMU,BS Outcome - New BS DUKE,BS Outcome - New BS JMU,Ball Start,Circle Entry,From Zone DUKE,From Zone JMU,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type JMU,To Zone DUKE,To Zone JMU,Ungrouped,Notes,Flags
Duke vs JMU,2265.106683503333,22.863344245999087,CE JMU,8, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Left,,"From DMid JMU, From A25 JMU",,"CE JMU, CE JMU","ACE-0 JMU, Duel Lost, Turnover",,,,,,,,,,To Circle JMU,,", , , , Home Game, Q2, BW1 JMU, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3058.227283362665,22.274111595667364,CE JMU,9, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Middle,,"From A25 JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","End Line, Turnover",,,,,,,,,,To Circle JMU,,", , , , Home Game, Q3, BW3 JMU, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3109.2971751336645,20.677911518334895,CE JMU,10, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Middle,,"From AMid JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","Interception, Turnover",,,,,,,,,,To Circle JMU,,", , , , Home Game, Q3, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3134.234368182667,27.833299514000828,CE JMU,11, ,,,,,,,,,,,,,,,Right,,"From A25 JMU, From A25 JMU, From A25 JMU, From A25 JMU",ACE,"CE JMU, Shot JMU, CE JMU, Chance JMU, CE JMU, Shot JMU, CE JMU, Chance JMU, CE JMU, CE JMU, Goal JMU",,,,,,,,,,,"To Circle JMU, To Circle JMU, To Circle JMU",,", , , , Home Game, Q3, BW2 JMU, DUKE 0 - 1  JMU, DUKE 11v11 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3415.3137194226656,24.79655013866568,CE JMU,12, ,,,,,,,,TOW D25 DUKE,,,TO A25 JMU,,,,Right,,"From AMid JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","Turnover, Foul Against",,,,,,,,,,To Circle JMU,,", , , , Home Game, Q3, BW1 JMU, DUKE 0 - 2  JMU, DUKE 11v11 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3440.1910364543323,21.90860016533361,CE JMU,13, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Right,,"From A25 JMU, From A25 JMU",,"CE JMU, CE JMU","ACE-0 JMU, Duel Lost, Turnover",,,,,,,,,,To Circle JMU,,", , , , Home Game, Q3, BW3 JMU, DUKE 0 - 2  JMU, DUKE 11v11 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3547.7728543539993,23.084320325000135,CE JMU,14, ,,,,,,,,,,,,,,,Left,,"From A25 JMU, From A25 JMU",,"CE JMU, PC Win JMU, CE JMU, PC Win JMU",,,,,,,,,,,To Circle JMU,,", , Home Game, Q3, BW4 JMU, DUKE 0 - 2  JMU, DUKE 11v11 JMU, Start A25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,4776.0165736909985,26.52859447866831,CE JMU,15, ,,,,,,,,,,,,,,,Left,,"From AMid JMU, From A25 JMU, From A25 JMU",ACE,"CE JMU, Shot JMU, CE JMU, Chance JMU, CE JMU, CE JMU, Goal JMU",,,,,,,,,,,"To Circle JMU, To Circle JMU",,", , , Home Game, Q4, DUKE 1 - 3  JMU, DUKE 11v11 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,274.7387029893319,7.979911668001364,BB Transition JMU,1,,,,,,,,,,,,,,NewBS DMid JMU,,,From AMid DUKE,,,,,Sideline,,,,,,,,,,"To D25 JMU, To DMid JMU",", , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW1 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,309.2184423813321,9.85130609733477,BB Transition JMU,2,,,,,,,,,,,,,,NewBS A25 JMU,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,,"To AMid JMU, To A25 JMU",", , , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, Start Interception, BW3 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,334.5881513139996,6.28361534999982,BB Transition JMU,3,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,From DMid DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,,"To AMid JMU, To A25 JMU",", , , , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, Start Interception, Regular Season, Out of Conf",,
Duke vs JMU,418.30187731099807,13.870965527668545,BB Transition JMU,4,,,,,BW A25 DUKE,,,BL D25 JMU,,,,,,,,,From DMid DUKE,"From D25 JMU, From DMid JMU",,,"Interception, Turnover",,,,,,,,,,,"To D25 JMU, To DMid JMU, To D25 JMU",", , , , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, Start Interception, BW1 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,446.9875388413326,4.7606004096662105,BB Transition JMU,5,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,Free Hit,,,,,,,,,,To D25 JMU,", , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, Start Interception, Regular Season, Out of Conf",,
Duke vs JMU,482.6577548996672,6.551796497999305,BB Transition JMU,6,,,,,,,,,,,,,,NewBS DMid JMU,,,From AMid DUKE,,,,,Sideline,,,,,,,,,,To DMid JMU,", , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW2 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,639.9915971703318,9.475737116334585,BB Transition JMU,7,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,From DMid DUKE,,,,"Interception, Turnover",,,,,,,,,,,To AMid JMU,", , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,917.6698859766649,6.3821906490007905,BB Transition JMU,8,,,,,,,,,TOW DMid DUKE,,,TO AMid JMU,,,,,From DMid DUKE,,,,"Turnover, Foul Against",,,,,,,,,,,To AMid JMU,", , , DUKE 11v11 JMU, Out of Conf, Home Game, Q1, Regular Season, DUKE 0 - 0  JMU",,
Duke vs JMU,956.1699297316653,14.58238412033461,BB Transition JMU,9, ,,,,,,,,TOW D25 DUKE,,,TO A25 JMU,,,,Middle,From AMid DUKE,"From DMid JMU, From DMid JMU, From AMid JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","Turnover, Foul Against",,,,,,,,,,To Circle JMU,"To DMid JMU, To AMid JMU, To A25 JMU",", , , , , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW2 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,1006.3846662729983,15.672211571335424,BB Transition JMU,10, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Middle,From DMid DUKE,"From AMid JMU, From AMid JMU, From A25 JMU",,"CE JMU, CE JMU","ACE-0 JMU, End Line, Turnover",,,,,,,,,,To Circle JMU,"To AMid JMU, To A25 JMU",", , , , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,1055.809252188667,11.224698709999984,BB Transition JMU,11,,,,,,,,,,,,,,NewBS DMid JMU,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,,To DMid JMU,", , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW2 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,1407.2597641593336,24.58278113666597,BB Transition JMU,12, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Middle,From A25 DUKE,"From D25 JMU, From DMid JMU, From A25 JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","End Line, Turnover",,,,,,,,,,To Circle JMU,"To D25 JMU, To DMid JMU, To A25 JMU",", , , , , , , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, Start Interception, BW1 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1451.1479406146661,14.467084215334125,BB Transition JMU,13,,,,,,,,,TOW AMid DUKE,,,TO DMid JMU,,,,,From DMid DUKE,,,,"Turnover, Foul Against",,,,,,,,,,,To DMid JMU,", , , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, Start Interception, BW2 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,1480.5570381439993,5.736430677666476,BB Transition JMU,14,,,,,BW A25 DUKE,,,BL D25 JMU,,,,,,,,,From A25 DUKE,,,,"Interception, Turnover",,,,,,,,,,,To D25 JMU,", , , Home Game, Q2, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1489.7831607356654,9.688289139001427,BB Transition JMU,15,,,,,,,,,,,,,,NewBS DMid JMU,,,From AMid DUKE,,,,,Free Hit,,,,,,,,,,"To D25 JMU, To DMid JMU",", , , , Home Game, Q2, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW1 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1534.1682460479983,11.339826596002467,BB Transition JMU,16,,,,,,,,,,,,,,NewBS DMid JMU,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,,To DMid JMU,", , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, Start Interception, BW2 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,1552.896761343333,8.77990496499956,BB Transition JMU,17,,,,,,,,,TOW A25 DUKE,,,TO D25 JMU,,,,,From AMid DUKE,,,,"Ball Out, Turnover",,,,,,,,,,,To D25 JMU,", , , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, Start Interception, BW1 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,1608.6928869243325,14.35653393133407,BB Transition JMU,18, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Right,From DMid DUKE,"From AMid JMU, From A25 JMU, From A25 JMU",,"CE JMU, CE JMU","ACE-0 JMU, End Line, Turnover",,,,,,,,,,To Circle JMU,"To AMid JMU, To A25 JMU",", , , , , , Home Game, DUKE 0 - 0  JMU, Q2, DUKE 11v11 JMU, Start Interception, BW3 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,1923.8978384739994,8.55281719900131,BB Transition JMU,19,,,,,,,,,,,,,,NewBS AMid JMU,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,,"To DMid JMU, To AMid JMU",", , , , Q2, DUKE 0 - 1  JMU, Home Game, DUKE 11v11 JMU, BW2 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,2025.5962091016659,5.613571060334607,BB Transition JMU,20,,,,,,,,,,,,,NewBS AMid DUKE,,,,From AMid DUKE,,,,,Free Hit,,,,,,,,,,To DMid JMU,", , Home Game, DUKE 0 - 1  JMU, Q2, DUKE 11v10 JMU, Start DMid DUKE, BS2 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,2063.8936491889986,9.351089044000673,BB Transition JMU,21,,,,,,,,,,,,,,NewBS DMid JMU,,,From AMid DUKE,,,,,Free Hit,,,,,,,,,,To DMid JMU,", , Home Game, DUKE 0 - 1  JMU, Q2, DUKE 11v10 JMU, Start Interception, BW2 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,2268.000953003332,19.969074745999933,BB Transition JMU,22, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Left,From A25 DUKE,"From D25 JMU, From DMid JMU, From DMid JMU, From A25 JMU",,"CE JMU, CE JMU","ACE-0 JMU, Duel Lost, Turnover",,,,,,,,,,To Circle JMU,"To D25 JMU, To DMid JMU, To A25 JMU",", , , , , , , Home Game, DUKE 0 - 1  JMU, Q2, DUKE 11v11 JMU, Start Interception, BW1 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3056.889699816665,4.846325409666861,BB Transition JMU,23,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,From D25 DUKE,,,,"Interception, Turnover",,,,,,,,,,,To AMid JMU,", , , Home Game, DUKE 0 - 1  JMU, Q3, DUKE 11v11 JMU, Start Interception, Regular Season, Out of Conf",,
Duke vs JMU,3067.1672669266654,13.33412803166675,BB Transition JMU,24, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Middle,From DMid DUKE,"From A25 JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","End Line, Turnover",,,,,,,,,,To Circle JMU,"To AMid JMU, To A25 JMU",", , , , , , , Home Game, Q3, DUKE 0 - 1  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3117.757989523,12.217097128999285,BB Transition JMU,25, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Middle,From D25 DUKE,"From AMid JMU, From AMid JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","Interception, Turnover",,,,,,,,,,To Circle JMU,"To AMid JMU, To A25 JMU",", , , , , , Home Game, DUKE 0 - 1  JMU, BW1 DUKE, DUKE 11v11 JMU, Q3, Start Interception, Start D25 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3309.192178579998,3.8405127560004075,BB Transition JMU,26,,,,,,,,,,,,,,,,,From AMid DUKE,,,,"Interception, Turnover",,,,,,,,,,,To DMid JMU,", , , , , DUKE 11v11 JMU, Out of Conf, Home Game, Q3, Regular Season, DUKE 0 - 2  JMU",,
Duke vs JMU,3384.202474422666,6.168683234000127,BB Transition JMU,27,,,,,BW A25 DUKE,,,BL D25 JMU,,,,,,,,,From A25 DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,,To D25 JMU,", , , Home Game, DUKE 0 - 2  JMU, Q3, DUKE 11v11 JMU, Start Interception, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3421.7981410513316,18.31212850999964,BB Transition JMU,28, ,,,,,,,,TOW D25 DUKE,,,TO A25 JMU,,,,Right,From A25 DUKE,"From D25 JMU, From DMid JMU, From AMid JMU, From A25 JMU",,"CE JMU, Shot JMU, CE JMU, Chance JMU","Turnover, Foul Against",,,,,,,,,,To Circle JMU,"To D25 JMU, To DMid JMU, To AMid JMU, To A25 JMU",", , , , , , , , , Home Game, Q3, DUKE 0 - 2  JMU, DUKE 11v11 JMU, BW1 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3449.7245585009982,12.375078118667716,BB Transition JMU,29, ,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,,Right,"From DMid DUKE, From DMid DUKE","From A25 JMU, From A25 JMU",,"CE JMU, CE JMU","ACE-0 JMU, Duel Lost, Turnover",,,,,,,,,,To Circle JMU,"To AMid JMU, To A25 JMU",", , , , , , Home Game, Q3, DUKE 0 - 2  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3491.5877187196656,8.668957307667824,BB Transition JMU,30,,,,,,,,,,,,,,NewBS DMid JMU,,,From AMid DUKE,From DMid JMU,,,,Free Hit,,,,,,,,,,"To DMid JMU, To AMid JMU",", , , Home Game, Q3, DUKE 0 - 2  JMU, DUKE 11v11 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,3760.576400156,7.9014654123320724,BB Transition JMU,31,,,,,,,,,TOW A25 DUKE,,,TO D25 JMU,,,,,"From AMid DUKE, From AMid DUKE",,,,"Turnover, Foul Against",,,,,,,,,,,"To DMid JMU, To D25 JMU",", , , , Home Game, DUKE 0 - 3  JMU, Q3, BW3 DUKE, DUKE 11v11 JMU, Start Interception, Start AMid DUKE, Regular Season, Out of Conf",,
Duke vs JMU,3918.4740871393315,5.483942471335467,BB Transition JMU,32,,,,,BW A25 DUKE,,,BL D25 JMU,,,,,,,,,From A25 DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,,To D25 JMU,", , , Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, Start Interception, BW1 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,3929.9162368360003,7.197473338333566,BB Transition JMU,33,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,Free Hit,,,,,,,,,,To D25 JMU,", , , Home Game, DUKE 0 - 3  JMU, Q3, DUKE 11v11 JMU, Start Interception, Regular Season, Out of Conf",,
Duke vs JMU,4283.281984908332,3.27122794666775,BB Transition JMU,34,,,,,,,,,TOW AMid DUKE,,,TO DMid JMU,,,,,From DMid DUKE,,,,"Turnover, Foul Against",,,,,,,,,,,To DMid JMU,", , , DUKE 11v11 JMU, Out of Conf, Home Game, Q4, Regular Season, DUKE 0 - 3  JMU",,
Duke vs JMU,4996.278659144667,5.6702363226659145,BB Transition JMU,35,,,,,,,,,TOW AMid DUKE,,,TO DMid JMU,,,,,,,,,"Ball Out, Turnover",,,,,,,,,,,To DMid JMU,", , , , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, Start Interception, Regular Season, Out of Conf",,
Duke vs JMU,5097.731377550331,5.324360029667332,BB Transition JMU,36,,,,,,,,,TOW A25 DUKE,,,TO D25 JMU,,,,,From A25 DUKE,,,,"Turnover, Foul Against",,,,,,,,,,,To D25 JMU,", , , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, Start Interception, Regular Season, Out of Conf",,
Duke vs JMU,5177.6926226393325,6.38000546033345,BB Transition JMU,37,,,,,,,,,,,,,,NewBS AMid JMU,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,,To AMid JMU,", , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, Start Interception, BW3 JMU, Start AMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,5448.413593598333,9.69336691933222,BB Transition JMU,38,,,,,BW AMid DUKE,,,BL DMid JMU,,,,,,,,,From AMid DUKE,,,,"Interception, Turnover",,,,,,,,,,,To DMid JMU,", , , Home Game, DUKE 1 - 4  JMU, Q4, DUKE 11v11 JMU, Start Interception, BW2 JMU, Start DMid JMU, Regular Season, Out of Conf",,
Duke vs JMU,5462.866334576666,3.436979972998415,BB Transition JMU,39,,,,,,BW DMid JMU,BL AMid DUKE,,,,,,,,,,From AMid DUKE,,,,"Duel Lost, Turnover",,,,,,,,,,,To DMid JMU,", , , Out of Conf, Home Game, Q4, Regular Season",,
Duke vs JMU,5619.053458772998,3.9082381426678694,BB Transition JMU,40,,,,,,,,,,TOW D25 JMU,TO A25 DUKE,,,,,,From A25 DUKE,,,,"Ball Out, Turnover",,,,,,,,,,,To D25 JMU,", , , Out of Conf, Home Game, Regular Season",,
Duke vs JMU,5770.536474724666,10.898054309334839,BB Transition JMU,41,,,,,,,,,,,,,,"NewBS D25 JMU, NewBS D25 JMU",,,From A25 DUKE,,,,,"Free Hit, Free Hit",,,,,,,,,,To D25 JMU,", , , Home Game, DUKE 2 - 4  JMU, Q4, DUKE 10v11 JMU, Start Interception, BW1 JMU, Start A25 DUKE, BS4 DUKE, Regular Season, Out of Conf",,
Duke vs JMU,5861.98621459,14.073999596665999,BB Transition JMU,42,,,,,,,,,,,,,,NewBS A25 JMU,,,From D25 DUKE,,,,,Free Hit,,,,,,,,,,To A25 JMU,", , Home Game, Q4, DUKE 2 - 4  JMU, DUKE 11v11 JMU, BW4 JMU, Start A25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,147.47877450433222,10.681490386668457,BB JMU,1,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,BS 3,,,,,,"Interception, Turnover",,,,,,,,,,,To AMid JMU,", , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,254.05700018433146,9.74064461300128,BB JMU,2,,,,,BW A25 DUKE,,,BL D25 JMU,,,,,,,BS 1,,From A25 DUKE,,,,"Interception, Turnover",,,,,,,,,,,To D25 JMU,", , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW1 JMU, Start D25 JMU, BS1 JMU, Regular Season, Out of Conf",,
Duke vs JMU,281.52528676200023,20.919845103998853,BB JMU,3,,,,,BW AMid DUKE,,,BL DMid JMU,,,,,,,BS 2,,,"From DMid JMU, From D25 JMU, From D25 JMU, From D25 JMU, From DMid JMU",,,"Duel Lost, Turnover",,,,,,,,,,,"To DMid JMU, To D25 JMU, To DMid JMU, To D25 JMU, To DMid JMU, To AMid JMU",", , , , , , , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW2 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,318.45542362133284,12.40337299666544,BB JMU,4,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,BS 4,,,"From A25 JMU, From A25 JMU, From A25 JMU",,,"Interception, Turnover",,,,,,,,,,,"To A25 JMU, To AMid JMU, To A25 JMU",", , , , , Home Game, Q1, BW3 JMU, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start AMid JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,351.52487602766547,15.126222308333524,BB JMU,5,,,,,,,,,,,,,,NewBS DMid JMU,BS 1,,,From D25 JMU,,,,Free Hit,,,,,,,,,,"To D25 JMU, To DMid JMU",", , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW1 JMU, Start D25 JMU, BS1 JMU, Regular Season, Out of Conf",,
Duke vs JMU,365.7230702893328,10.561752438000212,BB JMU,6,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,BS,,,"From DMid JMU, From AMid JMU",,,"Interception, Turnover",,,,,,,,,,,"To DMid JMU, To AMid JMU, To A25 JMU",", , , , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW2 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,450.2654342226663,7.512723801334573,BB JMU,7,,,,,BW A25 DUKE,,,BL D25 JMU,,,,,,,BS 1,,,From D25 JMU,,,"Interception, Turnover",,,,,,,,,,,"To D25 JMU, To DMid JMU",", , , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW1 JMU, Start D25 JMU, BS1 JMU, Regular Season, Out of Conf",,
Duke vs JMU,487.6915783403333,34.58291219800037,BB JMU,8,,,,,,,,,,,,,,NewBS A25 JMU,BS 2,,,"From DMid JMU, From D25 JMU, From DMid JMU, From AMid JMU",,,,Free Hit,,,,,,,,,,"To DMid JMU, To D25 JMU, To DMid JMU, To AMid JMU, To A25 JMU",", , , , , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW2 JMU, Start DMid JMU, BS2 JMU, Regular Season, Out of Conf",,
Duke vs JMU,520.8651535026656,8.372697518000678,BB JMU,9,,,,,,,,,,,,,,NewBS A25 JMU,BS 4,,,,,,,Free Hit,,,,,,,,,,To A25 JMU,", , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW4 JMU, Start A25 JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,529.0534152033325,32.75888852966807,BB JMU,10,,,,,,,,,,,,,,NewBS A25 JMU,BS 5,,,"From A25 JMU, From AMid JMU, From A25 JMU",,,,Free Hit,,,,,,,,,,"To A25 JMU, To AMid JMU, To A25 JMU, To A25 JMU",", , , , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW4 JMU, Start A25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,560.2779325453339,18.103610801666946,BB JMU,11,,,,,,,,,,,,,,NewBS AMid JMU,BS 4,,,"From A25 JMU, From A25 JMU, From AMid JMU",,,,Free Hit,,,,,,,,,,"To A25 JMU, To AMid JMU, To DMid JMU, To AMid JMU",", , , , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, Start A25 JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,577.6439358696649,13.041063601667929,BB JMU,12,,,,,,,,,,,,,,NewBS A25 JMU,BS 4,,,,,,,Free Hit,,,,,,,,,,To A25 JMU,", , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW4 JMU, Start A25 JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,589.4322236506662,10.360816631999114,BB JMU,13,,,,,BW D25 DUKE,,,BL A25 JMU,,,,,,,BS 4,,,"From A25 JMU, From A25 JMU",,,"Interception, Turnover",,,,,,,,,,,"To A25 JMU, To AMid JMU, To A25 JMU",", , , , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW4 JMU, Start A25 JMU, BS4 JMU, Regular Season, Out of Conf",,
Duke vs JMU,627.5027647663328,8.658971593666934,BB JMU,14,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,BS 3,,,,,,"Interception, Turnover",,,,,,,,,,,To AMid JMU,", , , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,654.5295598163323,9.810479138999995,BB JMU,15, ,,,,,,,,TOW DMid DUKE,,,TO AMid JMU,,,BS,Middle,From DMid DUKE,"From AMid JMU, From AMid JMU",,"CE JMU, CE JMU","ACE-0 JMU, Turnover, Foul Against",,,,,,,,,,To Circle JMU,To AMid JMU,", , , , , Q1, DUKE 0 - 0  JMU, Home Game, DUKE 11v11 JMU, BW3 JMU, Start AMid JMU, BS3 JMU, Regular Season, Out of Conf",,
Duke vs JMU,773.300157394665,12.304411336668295,BB JMU,16,,,,,BW DMid DUKE,,,BL AMid JMU,,,,,,,,,,"From D25 JMU, From D25 JMU, From AMid JMU",,,"Duel Lost, Turnover",,,,,,,,,,,"To D25 JMU, To DMid JMU, To AMid JMU, To A25 JMU",", , , , , , , Home Game, DUKE 0 - 0  JMU, Q1, DUKE 11v11 JMU, Start Interception, BW1 JMU, Start D25 JMU, Regular Season, Out of Conf",,
Duke vs JMU,817.1656319629977,9.418942697335979,BB JMU,17,,,,,,,,,,,,,,NewBS D25 JMU,BS 1,,,,,,,Sideline,,,,,,,,,,To D25 JMU,", , , Home Game, Q1, DUKE 0 - 0  JMU, DUKE 11v11 JMU, BW1 JMU, Start D25 JMU, BS1 JMU, Regular Season, Out of Conf",,
