Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win BELL,BS Outcome - Direct Ball Win Blue,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover BELL,BS Outcome - Direct turnover Blue,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win BELL,BS Outcome - In Direct Ball Win Blue,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover BELL,BS Outcome - In Direct turnover Blue,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS BELL,BS Outcome - New BS Blue,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone BELL,From Zone Blue,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type BELL,Start Type Blue,Start Type DUKE,To Zone BELL,To Zone Blue,To Zone DUKE,Ungrouped,Notes,Flags
Duke vs Bellarmine,12.698834156999943,39.59674622399549,DUKE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,210.99692222222222,25.902618944778112,DUKE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,264.29916304999523,14.198212464998392,DUKE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,287.49860830799787,4.796735882993858,DUKE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,318.4958589429996,24.802466578994597,DUKE,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,348.09946869499277,20.799116428001696,DUKE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,377.3981025170032,24.300835357988547,DUKE,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,403.89682037799105,7.202678905004063,DUKE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,459.59868352399184,19.001072797003076,DUKE,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,480.09837900699836,4.66277654855719,DUKE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,491.29821036499277,27.900375216008342,DUKE,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,527.699412909997,5.978951136998603,DUKE,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,553.9993988809973,22.300285489001226,DUKE,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,591.0980007469936,23.200756929001614,DUKE,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,621.0989183079971,30.0989944600027,DUKE,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,658.4221333333334,5.177245569664251,DUKE,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,712.6987976290025,11.69988768598978,DUKE,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,746.6990585070015,43.0995465849968,DUKE,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,808.798332248993,48.30049191700198,DUKE,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,863.698977456993,75.91940182500366,DUKE,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,957.9075555555555,5.939033333333327,DUKE,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,969.4992095909982,31.899369342998057,DUKE,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1027.798918582996,41.899384658005374,DUKE,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1103.5386666666666,44.85888782433585,DUKE,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1186.3984470629932,60.08289315300681,DUKE,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1251.4986506479995,130.89140079799927,DUKE,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1405.4986928169976,14.799812098995062,DUKE,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1435.1991977649977,18.079280049003955,DUKE,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1479.7984741729983,11.700385393994338,DUKE,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1498.099101887,26.077689051994867,DUKE,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1595.2129333333332,37.485231890660316,DUKE,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1652.698966870994,6.800225510002747,DUKE,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1670.3003777777778,10.39888601822031,DUKE,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1697.7990588159923,11.303007850674248,DUKE,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1739.0978876069967,26.489558087997466,DUKE,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1786.8980674470008,10.199134153997875,DUKE,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1812.198814012996,40.99991166399536,DUKE,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1916.0701444444444,24.628219575551384,DUKE,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,1975.7222444444444,8.877082372551286,DUKE,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2045.497799586992,21.701109362000125,DUKE,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2131.8989494789994,27.499596987994664,DUKE,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2169.7298373699914,28.069058448008036,DUKE,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2258.0970415859992,34.00261361899493,DUKE,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2296.6987295849945,6.900140062998162,DUKE,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2311.499969189997,18.261586554999212,DUKE,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2346.2996366859957,46.89886001400282,DUKE,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2402.2781444444445,55.797526522548196,DUKE,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2469.6994066949915,6.840782193897212,DUKE,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2492.059044444444,31.73974127654901,DUKE,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2529.1987506980013,7.19912072099487,DUKE,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2540.9994860519982,53.824813948001974,DUKE,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2599.0992759769965,54.747368467447814,DUKE,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2686.796511111111,26.543977777777854,DUKE,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2758.3985887079916,49.90092093000885,DUKE,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2851.0483444444444,14.151447197552443,DUKE,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2984.5994230400006,83.19944371199335,DUKE,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3136.6986585319964,7.5006186109976625,DUKE,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3242.6351777777777,26.445344444444345,DUKE,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3272.3984688559913,3.901020550002613,DUKE,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3308.6995524859917,182.2981978510138,DUKE,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3532.3993945179986,44.99938140900122,DUKE,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3611.0990182699966,38.78382617444777,DUKE,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3665.897856333,32.30091404099494,DUKE,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3704.8990789259865,21.39927343500358,DUKE,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3747.599323545997,27.193812584996977,DUKE,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3780.819211111111,23.779410824884962,DUKE,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3846.597918114998,23.00114370399251,DUKE,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3881.6225777777777,6.976570857213574,DUKE,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3895.3810555555556,13.217515066441592,DUKE,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,3970.2754,4.9256419500025,DUKE,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4085.5533777777778,21.944749597214923,DUKE,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4150.099554180003,16.90010896199783,DUKE,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4177.421112022998,28.37239309198867,DUKE,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4230.198394717003,14.419416394108339,DUKE,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,4256.157982828991,14.920450504341716,DUKE,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2175.847166666,16.0,Circle Pass DUKE,1,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,Circle Pass DUKE,,,,,,,,,,,,,,,,,
Duke vs Bellarmine,2630.298792334996,16.0,Circle Pass DUKE,2,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,Circle Pass DUKE,,,,,,,,,,,,,,,", Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3352.097941456992,16.0,Circle Pass DUKE,3,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,Circle Pass DUKE,,,,,,,,,,,,,,,", Home Game, Q4, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,37.09878270899124,8.0,Chance DUKE,1,,,,,,,,,,,,,,,,,,,,,,,,"From A25 DUKE, From A25 DUKE",ACE,"CE DUKE, Chance DUKE, Shot DUKE, CE DUKE, Goal DUKE, CE DUKE",,,,,,,,,,,,,,"To Circle DUKE, To Circle DUKE",", , Home Game, Q1, DUKE 0 - 0  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,776.6993264769976,8.0,Chance DUKE,2,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,", Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1198.998747370003,8.0,Chance DUKE,3,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,", Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1375.2002975649968,8.0,Chance DUKE,4,,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1483.965606281993,8.0,Chance DUKE,5,,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , Home Game, Q2, BW3 DUKE, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1605.0995539439998,8.0,Chance DUKE,6,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,", Home Game, Q2, BW1 DUKE, DUKE 1 - 0  BELL, DUKE 10v11 BELL, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1668.0981592050023,8.0,Chance DUKE,7,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,", Home Game, Q2, BW3 DUKE, DUKE 1 - 0  BELL, DUKE 10v11 BELL, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1821.7988865940006,8.0,Chance DUKE,8,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,", Home Game, Q2, BW2 DUKE, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2554.699674898,8.0,Chance DUKE,9,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,", Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v10 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2561.397768107992,8.0,Chance DUKE,10,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,", Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v10 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2585.5974277179976,8.0,Chance DUKE,11,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,", Home Game, DUKE 1 - 1  BELL, Q3, Start LC DUKE, DUKE 11v10 BELL, Start LC DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2643.0997164299974,8.0,Chance DUKE,12,,,,,,,,,,,,,,,,,,,,,,,,"From A25 DUKE, From A25 DUKE",ACE,"CE DUKE, Chance DUKE, Shot DUKE, CE DUKE, Goal DUKE, CE DUKE",,,,,,,,,,,,,,"To Circle DUKE, To Circle DUKE",", , Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2851.8992561619925,8.0,Chance DUKE,13,,,,,,,,,,,,,,,,,,,,,,,,"From A25 DUKE, From A25 DUKE",ACE,"CE DUKE, Chance DUKE, Shot DUKE, CE DUKE, Goal DUKE, CE DUKE",,,,,,,,,,,,,,"To Circle DUKE, To Circle DUKE",", , Home Game, Q3, BW3 DUKE, DUKE 2 - 1  BELL, DUKE 11v11 BELL, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,3780.6490444444444,8.0,Chance DUKE,14,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,,,
Duke vs Bellarmine,3784.3037724209944,8.0,Chance DUKE,15,,,,,,,,,,,,,,,,,,,,,,,,From A25 DUKE,,"CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,", Home Game, Q4, BW4 DUKE, DUKE 3 - 1  BELL, DUKE 11v11 BELL, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,24.698302128001444,23.201708170992525,CE DUKE,1, ,,,,,,,,,,,,,,,,,,,,Middle,,,"From A25 DUKE, From A25 DUKE, From A25 DUKE",ACE,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE, CE DUKE, Goal DUKE, CE DUKE",,,,,,,,,,,,,,"To Circle DUKE, To Circle DUKE",", , , Home Game, Q1, DUKE 0 - 0  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,377.78625555555556,23.912682319436215,CE DUKE,2, ,,,,,,,,,,TOW D25 BELL,,,,,TO A25 DUKE,,,,,Right,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE","ACE-0 DUKE, Ball Out, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, Q1, BW2 DUKE, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,467.1481111111111,17.613044444444427,CE DUKE,3, ,,,,,,,,,,,,,,,,,,,,Middle,,,From A25 DUKE,,,,,,,,,,,,,,,,,", Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,556.0988945249997,20.200789844998894,CE DUKE,4, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Right,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE","ACE-0 DUKE, Duel Lost, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,761.6097,28.188905091998322,CE DUKE,5, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Middle,,,"From AMid DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,897.2965460489934,22.7040984250051,CE DUKE,6, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Left,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE",ACE-0 DUKE,Free Hit,,,,,,,,,,,,To Circle DUKE,", , , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,971.6020777777778,21.897767004226807,CE DUKE,7, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Middle,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE",ACE-0 DUKE,Sideline,,,,,,,,,,,,To Circle DUKE,", , , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1028.0985580179956,23.202223204002166,CE DUKE,8, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Right,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE",ACE-0 DUKE,Long Corner,,,,,,,,,,,,To Circle DUKE,", , , Home Game, Q1, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1128.3982615709906,19.99929292001184,CE DUKE,9, ,,,,,,,,,,TOW D25 BELL,,,,,TO A25 DUKE,,,,,Left,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Foul Against",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1187.3793222222223,23.787693109772135,CE DUKE,10, ,,,,,,,,,,,,,,,,,,,,Middle,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE",,,,,,,,,,,,,,To Circle DUKE,", , Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1359.698506882996,22.691544563002708,CE DUKE,11, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Right,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, Q2, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1468.8986655369986,22.6001940299941,CE DUKE,12, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Middle,,,"From AMid DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, Q2, BW3 DUKE, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1593.5724666666667,28.3501859013345,CE DUKE,13, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Left,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE",,Sideline,,,,,,,,,,,,To Circle DUKE,", , , Home Game, Q2, BW1 DUKE, DUKE 1 - 0  BELL, DUKE 10v11 BELL, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1656.7706666666666,23.928597129331592,CE DUKE,14, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Middle,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, DUKE 1 - 0  BELL, BW3 DUKE, Q2, DUKE 10v11 BELL, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,1806.6711777777778,28.528743058222062,CE DUKE,15, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Middle,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE",,Sideline,,,,,,,,,,,,To Circle DUKE,", , , Home Game, Q2, BW2 DUKE, DUKE 1 - 0  BELL, DUKE 11v11 BELL, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2134.6986852549926,24.69986121200145,CE DUKE,16, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Left,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE","ACE-0 DUKE, Duel Lost, Turnover",,,,,,,,,,,,,To Circle DUKE,", , , , Home Game, Q3, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2172.9599777777776,24.83891804022187,CE DUKE,17, ,,,,BW D25 BELL,,,,,BL A25 DUKE,,,,,,,,,,,Right,,,"From A25 DUKE, From A25 DUKE",,Circle Pass DUKE,"Duel Lost, Turnover",,,,,,,,,,,,,,", , , , Home Game, Q3, BW3 DUKE, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2402.0993201439933,19.400538948007124,CE DUKE,18, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Middle,,,"From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE",ACE-0 DUKE,Long Corner,,,,,,,,,,,,To Circle DUKE,", , , Home Game, Q3, BW2 DUKE, DUKE 1 - 1  BELL, DUKE 11v11 BELL, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Bellarmine,2542.8126555555555,34.040133333333415,CE DUKE,19, ,,,,,,,,,,,,,,,,,,NewBS A25 DUKE,,Left,,,"From A25 DUKE, From A25 DUKE, From A25 DUKE",,"CE DUKE, CE DUKE, Chance DUKE, Shot DUKE, CE DUKE, CE DUKE, Chance DUKE, Shot DUKE",,Long Corner,,,,,,,,,,,,"To Circle DUKE, To Circle DUKE",", , , , Home Game, DUKE 1 - 1  BELL, Q3, DUKE 11v10 BELL, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
