Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win LONG,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover LONG,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win LONG,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover LONG,BS Outcome - New BS DUKE,BS Outcome - New BS LONG,Ball Start,Circle Entry,From Zone DUKE,From Zone LONG,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type LONG,To Zone DUKE,To Zone LONG,Ungrouped,Notes,Flags
Duke vs Longwood,3058.942288888889,18.256628506099787,CE DUKE,9, ,,,,,BW D25 LONG,BL A25 DUKE,,,,,,,,,Right,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, End Line, Turnover",,,,,,,,,,To Circle DUKE,,", , , , Home Game, Q3, BW1 DUKE, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3100.4476777777777,19.88368781321651,CE DUKE,10, ,,,,,BW D25 LONG,BL A25 DUKE,,,,,,,,,Middle,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, Chance DUKE, CE DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,To Circle DUKE,,", , , , Home Game, Q3, BW4 DUKE, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3134.399694448995,23.89973781298704,CE DUKE,11, ,,,,,BW D25 LONG,BL A25 DUKE,,,,,,,,,Right,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, Chance DUKE, CE DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,To Circle DUKE,,", , , , Home Game, Q3, BW3 DUKE, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3162.529611111111,24.041870366886087,CE DUKE,12, ,,,,,BW D25 LONG,BL A25 DUKE,,,,,,,,,Middle,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, Chance DUKE, CE DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,To Circle DUKE,,", , , , Home Game, Q3, BW3 DUKE, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3750.3736555555556,21.724153467445376,CE DUKE,13, ,,,,,,,,,TOW D25 LONG,TO A25 DUKE,,,,,Middle,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Foul Against",,,,,,,,,,To Circle DUKE,,", , , , Home Game, Q3, BW4 DUKE, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3781.599718675993,19.600158495001324,CE DUKE,14, ,,,,,,,,,,,,,,,Right,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, PC Win DUKE, PC Win DUKE, CE DUKE",,,,,,,,,,,To Circle DUKE,,", , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3902.2531555555556,19.046652093444663,CE DUKE,15, ,,,,,,,,,,,,,,,Middle,"From A25 DUKE, From A25 DUKE, From A25 DUKE",,ACE,"CE DUKE, Chance DUKE, CE DUKE, Shot DUKE, CE DUKE, Goal DUKE, CE DUKE",,,,,,,,,,,"To Circle DUKE, To Circle DUKE",,", , , Home Game, DUKE 4 - 0  LONG, Q3, Start LC DUKE, DUKE 11v11 LONG, Start LC DUKE, Regular Season, In Conf",,
Duke vs Longwood,4445.991868356986,18.30879285701758,CE DUKE,16,,,,,,,,,,,,,,,,,From A25 DUKE,,,"PC Win DUKE, CE DUKE",,,,,,,,,,,To Circle DUKE,,", Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, BS3 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4663.218355555556,20.3822520624326,CE DUKE,17, ,,,,,,,,,,,,,,,Right,"From A25 DUKE, From A25 DUKE, From A25 DUKE",,ACE,"Circle Pass DUKE, CE DUKE, Goal DUKE, CE DUKE",,,,,,,,,,,To Circle DUKE,,", , , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start A25 DUKE, BS4 DUKE, Regular Season, In Conf",,
Duke vs Longwood,92.15186666666666,18.0,Show - Tendency,1,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,,,
Duke vs Longwood,534.9903555555555,18.0,Show - Tendency,2,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,,,
Duke vs Longwood,1377.8852394769806,18.0,Show - Tendency,3,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,"DUKE 11v11 LONG, In Conf, Home Game, Q2, Regular Season, DUKE 3 - 0  LONG",,
Duke vs Longwood,1529.0092,18.0,Show - Tendency,4,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,,,
Duke vs Longwood,2291.312811111111,18.0,Show - Tendency,5,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,,,
Duke vs Longwood,3170.7889829340024,18.0,Show - Tendency,6,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,Show - Tendency,,,,,,,To A25 DUKE,,", Home Game, Q3, BW3 DUKE, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3539.098059305004,13.951139595992117,Show - Tendency,7,,,,,,,,,,TOW AMid LONG,TO DMid DUKE,,,,,,From DMid DUKE,,,,"Turnover, Foul Against",,,Show - Tendency,,,,,,,,,", , , Home Game, Q3, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start D25 DUKE, BS1 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3621.7984927189864,18.0,Show - Tendency,8,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,"Home Game, Q3, BW4 LONG, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start A25 LONG, Regular Season, In Conf",,
Duke vs Longwood,3744.0989215409936,18.0,Show - Tendency,9,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,"Home Game, Q3, BW3 DUKE, DUKE 4 - 0  LONG, DUKE 11v11 LONG, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,4720.504955555555,18.0,Show - Tendency,10,,,,,,,,,,,,,,,,,,,,,,,,Show - Tendency,,,,,,,,,,,
Duke vs Longwood,391.54852222222223,18.0,Show - Press,1,,,,,,,,,,,,,,,,,,,,,,,,Show - Press,,,,,,,,,,,
Duke vs Longwood,610.9991749299863,20.4995724360067,Show - Press,2,,,,,,,,,,,,,,,,,,"From D25 LONG, From D25 LONG, From DMid LONG",,,,,,"Show - Press, Show - Press",,,,,,,,"To DMid LONG, To AMid LONG, To A25 LONG",", , , Home Game, Q1, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,655.3990855469862,35.715561447018445,Show - Press,3,,,,,,,,,,,,,,,,,,,,,,,,"Show - Press, Show - Press, Show - Press, Show - Press",,,,,,,,,"Home Game, Q1, BW2 LONG, DUKE 1 - 0  LONG, DUKE 11v11 LONG, Start DMid LONG, Regular Season, In Conf",,
Duke vs Longwood,1053.7926333333332,18.0,Show - Press,4,,,,,,,,,,,,,,,,,,,,,,,,Show - Press,,,,,,,,,,,
Duke vs Longwood,1832.999448252986,18.0,Show - Press,5,,,,,,,,,,,,,,,,,,,,,,,,Show - Press,,,,,,,,,"Home Game, Q2, DUKE 3 - 0  LONG, DUKE 11v11 LONG, Start D25 LONG, BS1 LONG, Regular Season, In Conf",,
Duke vs Longwood,4252.199687602985,25.09798611601491,Show - Press,6,,,,,,,,,,,,,,,,,,,,,,,,"Show - Press, Show - Press, Show - Press",,,,,,,,,"Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start DMid LONG, BS2 LONG, Regular Season, In Conf",,
Duke vs Longwood,895.4997416419822,36.00033543501979,Show - Outlet,1,,,,,,,,,,,,,,,,,,,,,"End Line, Turnover",,,"Show - Outlet, Show - Outlet, Show - Outlet, Show - Outlet, Show - Outlet, Show - Outlet",,,,,,,,,"DUKE 11v11 LONG, In Conf, Home Game, Q1, Regular Season, DUKE 2 - 0  LONG",,
Duke vs Longwood,1358.3992077089815,37.89958557901264,Show - Outlet,2,,,,,,BW D25 LONG,BL A25 DUKE,,,,,,,,,,From A25 DUKE,,,,"End Line, Turnover",,,"Show - Outlet, Show - Outlet, Show - Outlet",,,,,,,,,", , , Home Game, Q1, BW2 DUKE, DUKE 2 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,4106.999395395995,41.89853870800198,Show - Outlet,3,,,,,,,,,,,,,,,,,"From DMid DUKE, From DMid DUKE",,,,,,,"Show - Outlet, Show - Outlet, Show - Outlet, Show - Outlet, Show - Outlet",,,,,,,"To AMid DUKE, To A25 DUKE",,", , Home Game, Q4, DUKE 5 - 0  LONG, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,4115.396515700992,18.0,Show - Outlet,4,,,,,,,,,,,,,,,,,,,,,,,,Show - Outlet,,,,,,,,,"Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3110.6787777777777,9.652587813216542,BW4 DUKE,1, ,,,,,BW D25 LONG,BL A25 DUKE,,,,,,,,,Middle,"From A25 DUKE, From A25 DUKE",,,"CE DUKE, Chance DUKE, CE DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,To Circle DUKE,,", , , , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, BW4 DUKE, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3114.852802565994,6.456809596002586,BW4 DUKE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW4 DUKE",,
Duke vs Longwood,3198.302589044992,13.096648251997976,BW4 DUKE,3,,,,,,BW D25 LONG,BL A25 DUKE,,,,,,,,,,,,,,"Duel Lost, Turnover",,,,,,,,,,,,", , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, BW4 DUKE, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,3205.701133698997,6.697996509004952,BW4 DUKE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW4 DUKE",,
Duke vs Longwood,4217.024178679996,33.574245492992304,BW4 DUKE,5,,,,,,BW DMid LONG,BL AMid DUKE,,,,,,,,,,"From D25 DUKE, From DMid DUKE, From D25 DUKE, From D25 DUKE",,,,"Turnover, Interception",,,,,,,,,,"To DMid DUKE, To D25 DUKE, To DMid DUKE, To AMid DUKE",,", , , , , , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, BW4 DUKE, Start A25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,487.11600898599477,27.784013992008,BW3 DUKE,1,,,,,,,,,,,,,NewBS AMid DUKE,,,,"From AMid DUKE, From DMid DUKE",,,,,Free Hit,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,509.02517242499107,5.999904612006503,BW3 DUKE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW3 DUKE",,
Duke vs Longwood,723.9310111111112,20.269987686890772,BW3 DUKE,3, ,,,,,,,,,,,,,,,Middle,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, PC Win DUKE, PC Win DUKE, CE DUKE",,,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , , Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1417.4013098179985,19.299476986002446,BW3 DUKE,4,,,,,,,,,,,,,NewBS A25 DUKE,,,,From AMid DUKE,,,,,Sideline,,,,,,,,,To A25 DUKE,,", , Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1838.811211111111,52.986896076880384,BW3 DUKE,5,,,,,,,,,,TOW DMid LONG,TO AMid DUKE,,,,,,"From AMid DUKE, From DMid DUKE, From AMid DUKE, From DMid DUKE",,,,"Ball Out, Turnover",,,,,,,,,,"To DMid DUKE, To AMid DUKE, To DMid DUKE, To AMid DUKE",,", , , , , , Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1886.029147501001,6.671013260006248,BW3 DUKE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW3 DUKE",,
Duke vs Longwood,1895.659276885002,24.741295456987245,BW3 DUKE,7,,,,,,,,,,,,,NewBS A25 DUKE,,,,From AMid DUKE,,,,,Sideline,,,,,,,,,To A25 DUKE,,", , Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,2991.8041829360072,16.595535557990843,BW3 DUKE,8, ,,,,,,,,,,,,,,,Middle,"From AMid DUKE, From AMid DUKE, From A25 DUKE, From A25 DUKE",,ACE,"CE DUKE, Chance DUKE, CE DUKE, Shot DUKE, CE DUKE, Goal DUKE, CE DUKE",,,,,,,,,,,"To A25 DUKE, To Circle DUKE, To Circle DUKE",,", , , , Home Game, DUKE 3 - 0  LONG, Q3, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3132.975109952994,25.32432230898803,BW3 DUKE,9, ,,,,,BW D25 LONG,BL A25 DUKE,,,,,,,,,Right,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, Chance DUKE, CE DUKE, Shot DUKE","End Line, Turnover",,,,,,,,,,"To A25 DUKE, To Circle DUKE",,", , , , , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3152.601549410003,6.510285496991401,BW3 DUKE,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q3, DUKE 4 - 0  LONG, Home Game, BW3 DUKE, DUKE 11v11 LONG, Regular Season, In Conf",,
Duke vs Longwood,3171.2714444444446,15.300037033552599,BW3 DUKE,11, ,,,,,BW D25 LONG,BL A25 DUKE,,,,,,,,,Middle,"From AMid DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, Chance DUKE, CE DUKE, Shot DUKE","End Line, Turnover",,,Show - Tendency,,,,,,,"To A25 DUKE, To Circle DUKE",,", , , , , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3739.2999710010017,18.36150677677597,BW3 DUKE,12,,,,,,,,,,,,,NewBS A25 DUKE,,,,From AMid DUKE,,,,,Free Hit,,Show - Tendency,,,,,,,To A25 DUKE,,", , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3781.5580555555557,11.242894441432327,BW3 DUKE,13,,,,,,,,,,,,,NewBS A25 DUKE,,,,From AMid DUKE,,,,,Free Hit,,,,,,,,,To A25 DUKE,,", , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,4151.704879751997,12.39359843899365,BW3 DUKE,14,,,,,,BW AMid LONG,BL DMid DUKE,,,,,,,,,,"From AMid DUKE, From DMid DUKE",,,,"Turnover, Interception",,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , , Home Game, DUKE 5 - 0  LONG, Q4, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,4158.428184547995,6.56913252499271,BW3 DUKE,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW3 DUKE",,
Duke vs Longwood,4784.966046228996,15.63291460500659,BW3 DUKE,16,,,,,,BW DMid LONG,BL AMid DUKE,,,,,,,,,,From AMid DUKE,,,,"Turnover, Interception",,,,,,,,,,To A25 DUKE,,", , , Home Game, DUKE 6 - 0  LONG, Q4, DUKE 11v11 LONG, BW3 DUKE, Start AMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,4794.956796849995,6.741654275990186,BW3 DUKE,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW3 DUKE",,
Duke vs Longwood,4808.001092361011,6.697837672987589,BW3 DUKE,18,,,,,,,,,,TOW DMid LONG,TO AMid DUKE,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , DUKE 11v11 LONG",,
Duke vs Longwood,4809.0602942500045,6.551078891004181,BW3 DUKE,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW3 DUKE",,
Duke vs Longwood,76.90102538499698,23.497507785993974,BW2 DUKE,1,,,,,,BW A25 LONG,BL D25 DUKE,,,,,,,,,,"From DMid DUKE, From D25 DUKE, From DMid DUKE",,,,"Turnover, Interception",,,Show - Tendency,,,,,,,"To D25 DUKE, To DMid DUKE, To D25 DUKE",,", , , , , Home Game, DUKE 0 - 0  LONG, Q1, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,150.12663333333333,17.47435363167409,BW2 DUKE,2,,,,,,,,,,,,,NewBS AMid DUKE,,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,To AMid DUKE,,", , Home Game, DUKE 0 - 0  LONG, Q1, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,275.83387185400267,13.281894812664007,BW2 DUKE,3,,,,,,BW DMid LONG,BL AMid DUKE,,,,,,,,,,From DMid DUKE,,,,"Turnover, Interception",,,,,,,,,,To AMid DUKE,,", , , Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,283.1157666666667,6.0,BW2 DUKE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW2 DUKE",,
Duke vs Longwood,977.4312959690029,8.76535470998806,BW2 DUKE,5,,,,,,,,,,TOW AMid LONG,TO DMid DUKE,,,,,,,,,,"Ball Out, Turnover",,,,,,,,,,,,", , Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,980.4124258239993,6.364255642999183,BW2 DUKE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"In Conf, Home Game, BW2 DUKE, Regular Season, DUKE 11v11 LONG",,
Duke vs Longwood,1069.132202494001,54.66604573899417,BW2 DUKE,7, ,,,,,,,,,TOW D25 LONG,TO A25 DUKE,,,,,Middle,"From DMid DUKE, From AMid DUKE, From A25 DUKE, From AMid DUKE, From DMid DUKE, From DMid DUKE, From AMid DUKE, From DMid DUKE, From AMid DUKE, From A25 DUKE, From A25 DUKE",,,"CE DUKE, CE DUKE","ACE-0 DUKE, Turnover, Foul Against",,,,,,,,,,"To AMid DUKE, To A25 DUKE, To AMid DUKE, To DMid DUKE, To DMid DUKE, To AMid DUKE, To DMid DUKE, To AMid DUKE, To A25 DUKE, To Circle DUKE",,", , , , , , , , , , , , , Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1118.078107597003,7.920466057981685,BW2 DUKE,8,,,,,,,,,,TOW D25 LONG,TO A25 DUKE,,,,,,,,,,"Turnover, Foul Against",,,,,,,,,,,,", , DUKE 11v11 LONG, BW2 DUKE",,
Duke vs Longwood,1338.2519842259946,56.04813150500604,BW2 DUKE,9,,,,,,BW D25 LONG,BL A25 DUKE,,,,,,,,,,"From DMid DUKE, From AMid DUKE, From DMid DUKE, From D25 DUKE, From DMid DUKE, From DMid DUKE, From DMid DUKE, From AMid DUKE",,,,"End Line, Turnover",,,"Show - Outlet, Show - Outlet, Show - Outlet",,,,,,,"To AMid DUKE, To DMid DUKE, To D25 DUKE, To DMid DUKE, To D25 DUKE, To DMid DUKE, To AMid DUKE, To A25 DUKE",,", , , , , , , , , , Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1469.9771672039938,19.723074497010657,BW2 DUKE,10,,,,,,,,,,,,,NewBS AMid DUKE,,,,From DMid DUKE,,,,,Sideline,,,,,,,,,To AMid DUKE,,", , Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1542.7063282200022,23.31442733900076,BW2 DUKE,11,,,,,,,,,,,,,NewBS A25 DUKE,,,,"From DMid DUKE, From AMid DUKE",,,,,Free Hit,,,,,,,,,"To AMid DUKE, To A25 DUKE",,", , , Home Game, DUKE 2 - 0  LONG, Q1, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,1955.8606994509983,12.028660565999871,BW2 DUKE,12,,,,,,BW AMid LONG,BL DMid DUKE,,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,2076.1302136879895,27.668418463002126,BW2 DUKE,13,,,,,,,,,,TOW AMid LONG,TO DMid DUKE,,,,,,"From DMid DUKE, From D25 DUKE",,,,"Turnover, Foul Against",,,,,,,,,,"To D25 DUKE, To DMid DUKE",,", , , , Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,2098.038820458991,5.9999554970127065,BW2 DUKE,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW2 DUKE",,
Duke vs Longwood,2185.762887191998,20.9371626119987,BW2 DUKE,15,,,,,,,,,,,,,NewBS A25 DUKE,,,,"From DMid DUKE, From AMid DUKE",,,,,Long Corner,,,,,,,,,"To AMid DUKE, To A25 DUKE",,", , , Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,2265.4968555555556,36.60184968743806,BW2 DUKE,16,,,,,,,,,,TOW A25 LONG,TO D25 DUKE,,,,,,"From DMid DUKE, From AMid DUKE, From DMid DUKE, From D25 DUKE",,,,"Ball Out, Turnover",,,Show - Tendency,,,,,,,"To AMid DUKE, To DMid DUKE, To D25 DUKE, To DMid DUKE",,", , , , , , Home Game, DUKE 3 - 0  LONG, Q2, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3436.041330935993,30.357235196992406,BW2 DUKE,17,,,,,,,,,,TOW DMid LONG,TO AMid DUKE,,,,,,"From DMid DUKE, From D25 DUKE, From DMid DUKE, From AMid DUKE",,,,"Ball Out, Turnover",,,,,,,,,,"To D25 DUKE, To DMid DUKE, To AMid DUKE, To A25 DUKE",,", , , , , , Home Game, DUKE 4 - 0  LONG, Q3, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,3460.706231668006,6.502145811994069,BW2 DUKE,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q3, Home Game, BW2 DUKE, DUKE 11v11 LONG, Start Sideline, DUKE 4 - 0  LONG, Regular Season, In Conf",,
Duke vs Longwood,4742.0410057370045,10.808515826996882,BW2 DUKE,19,,,,,,BW DMid LONG,BL AMid DUKE,,,,,,,,,,From DMid DUKE,,,,"Turnover, Interception",,,,,,,,,,To AMid DUKE,,", , , Home Game, DUKE 6 - 0  LONG, Q4, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,5026.449863152001,15.348502907989314,BW2 DUKE,20,,,,,,BW AMid LONG,BL DMid DUKE,,,,,,,,,,,,,,"End Line, Turnover",,,,,,,,,,,,", , Home Game, DUKE 6 - 1  LONG, Q4, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,5054.108569370997,12.49093672699928,BW2 DUKE,21,,,,,,BW AMid LONG,BL DMid DUKE,,,,,,,,,,,,,,"Turnover, Interception",,,,,,,,,,,,", , Home Game, DUKE 6 - 1  LONG, Q4, DUKE 11v11 LONG, BW2 DUKE, Start DMid DUKE, Regular Season, In Conf",,
Duke vs Longwood,407.05709802900225,11.74398236899799,BW1 DUKE,1,,,,,,,,,,,,,NewBS D25 DUKE,,,,,,,,,Free Hit,,,,,,,,,,,", Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,413.00083234599606,5.999934535007924,BW1 DUKE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW1 DUKE",,
Duke vs Longwood,647.6707281540076,15.027939124992486,BW1 DUKE,3,,,,,,,,,,TOW AMid LONG,TO DMid DUKE,,,,,,"From D25 DUKE, From DMid DUKE",,,,"Turnover, Foul Against",,,,,,,,,,"To DMid DUKE, To AMid DUKE",,", , , , Q1, DUKE 1 - 0  LONG, Home Game, BW4 LONG, DUKE 11v11 LONG, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,656.8870626510017,6.712930778001237,BW1 DUKE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW1 DUKE",,
Duke vs Longwood,695.7723777777778,30.22306666666657,BW1 DUKE,5,,,,,,BW D25 LONG,BL A25 DUKE,,,,,,,,,,"From D25 DUKE, From D25 DUKE, From DMid DUKE, From D25 DUKE, From DMid DUKE, From AMid DUKE",,,,"Duel Lost, Turnover",,,,,,,,,,"To DMid DUKE, To D25 DUKE, To D25 DUKE, To DMid DUKE, To AMid DUKE, To A25 DUKE",,", , , , , , , , Home Game, DUKE 1 - 0  LONG, Q1, DUKE 11v11 LONG, BW1 DUKE, Start D25 DUKE, Regular Season, In Conf",,
Duke vs Longwood,719.9954444444444,6.0,BW1 DUKE,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 LONG, BW1 DUKE",,
