Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win BC,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct turnover BC,BS Outcome - Direct turnover DUKE,BS Outcome - In Direct Ball Win BC,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct turnover BC,BS Outcome - In Direct turnover DUKE,BS Outcome - New BS BC,BS Outcome - New BS DUKE,Ball Start,Circle Entry,From Zone BC,From Zone DUKE,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type BC,Start Type DUKE,To Zone BC,To Zone DUKE,Ungrouped,Notes,Flags
video 23 09 2022,5106.329548937333,6.870125434335023,BW1 BC,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DUKE 11v11 BC, BW1 BC",,
video 23 09 2022,5184.240765310333,6.795475698670089,BW1 BC,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUKE 10v11 BC,,
video 23 09 2022,5273.602617392331,9.034684911664044,BW1 BC,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Home Game, DUKE 0 - 1  BC, Q4, DUKE 11v11 BC, BW1 BC, Start D25 BC, Regular Season, Out of Conf",,
video 23 09 2022,1085.1097666666667,12.0,OPP PC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1888.0526,12.0,OPP PC,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,157.0531,15.0,OPP OUTLET,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,379.0912666666667,15.0,OPP OUTLET,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,444.99316666666664,15.0,OPP OUTLET,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,472.9145,15.0,OPP OUTLET,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,502.3545,14.999999999999943,OPP OUTLET,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,561.287899994331,15.0,OPP OUTLET,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,644.9945664597506,15.0,OPP OUTLET,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,769.9542999858277,15.0,OPP OUTLET,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,792.8142999943311,15.0,OPP OUTLET,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,823.5409666666667,15.0,OPP OUTLET,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,880.0153999957483,15.0,OPP OUTLET,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,946.3669999985827,15.0,OPP OUTLET,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1311.3746,15.0,OPP OUTLET,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1477.6529666666668,15.0,OPP OUTLET,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1602.5919,15.0,OPP OUTLET,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1657.439433331916,15.0,OPP OUTLET,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1710.9705,15.0,OPP OUTLET,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,2164.330733333,15.0,OPP OUTLET,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,2172.8107332879817,15.0,OPP OUTLET,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,2193.5906666099772,15.0,OPP OUTLET,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,2260.0514,15.0,OPP OUTLET,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3034.697666462585,15.0,OPP OUTLET,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3042.410899975907,15.0,OPP OUTLET,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3097.2908996811225,15.0,OPP OUTLET,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3111.370899606009,15.0,OPP OUTLET,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3166.3377999617346,15.0,OPP OUTLET,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3212.147,15.0,OPP OUTLET,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3247.4917,15.0,OPP OUTLET,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3321.9612332738097,15.0,OPP OUTLET,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3433.108699964569,15.0,OPP OUTLET,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3488.1462999872447,15.0,OPP OUTLET,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3624.889166651077,15.0,OPP OUTLET,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3697.6562999858274,15.0,OPP OUTLET,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4083.5648,15.0,OPP OUTLET,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4169.765266350623,15.0,OPP OUTLET,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4186.2619,15.0,OPP OUTLET,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4211.701899868197,15.0,OPP OUTLET,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4406.17629960034,15.0,OPP OUTLET,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4421.696299516723,15.0,OPP OUTLET,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4507.926199951814,15.0,OPP OUTLET,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4567.926199631519,15.0,OPP OUTLET,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4595.6671,15.0,OPP OUTLET,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4625.597733333,15.0,OPP OUTLET,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4678.861399957483,15.0,OPP OUTLET,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4692.136833300737,15.0,OPP OUTLET,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4806.70376636763,15.0,OPP OUTLET,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,5043.056833333,15.0,OPP OUTLET,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,5052.976833279478,15.0,OPP OUTLET,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,5178.240599696712,15.0,OPP OUTLET,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,189.08979997590703,12.0,OPP LONG HIT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1534.6319,12.0,OPP LONG HIT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1801.5705,12.0,OPP LONG HIT,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3745.27,12.0,OPP LONG HIT,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3843.0180999716554,12.0,OPP LONG HIT,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1088.0431,10.0,OPP GOAL SHOT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1523.3499,10.0,OPP GOAL SHOT,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1550.2719,10.0,OPP GOAL SHOT,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1892.3726,10.0,OPP GOAL SHOT,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3341.8045999929136,10.0,OPP GOAL SHOT,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3398.388699995748,10.0,OPP GOAL SHOT,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3598.5688999305557,10.0,OPP GOAL SHOT,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3727.5762999589,10.0,OPP GOAL SHOT,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4101.5648,10.0,OPP GOAL SHOT,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1887.3726,17.0,OPP GOAL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1825.1726,10.0,OPP EARN PC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,180.24979999433106,13.0,OPP CIRCLE PEN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,451.0678333319161,13.0,OPP CIRCLE PEN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1019.6469999957483,13.0,OPP CIRCLE PEN,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1092.3631,13.0,OPP CIRCLE PEN,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1359.4935,13.0,OPP CIRCLE PEN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1522.3899,13.0,OPP CIRCLE PEN,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1548.5119,13.0,OPP CIRCLE PEN,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1825.2859,13.0,OPP CIRCLE PEN,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,2142.3495328925737,13.0,OPP CIRCLE PEN,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3330.9246,13.0,OPP CIRCLE PEN,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3341.8045999929136,13.0,OPP CIRCLE PEN,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3396.4686999971655,13.0,OPP CIRCLE PEN,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3474.8662999985827,13.0,OPP CIRCLE PEN,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3598.5688999305557,13.0,OPP CIRCLE PEN,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3727.5762999589,13.0,OPP CIRCLE PEN,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3750.3499999971655,13.0,OPP CIRCLE PEN,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,3807.7781,13.0,OPP CIRCLE PEN,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4099.848133333,13.0,OPP CIRCLE PEN,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4220.661899820011,13.0,OPP CIRCLE PEN,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4224.021899801587,13.0,OPP CIRCLE PEN,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4351.61629989229,13.0,OPP CIRCLE PEN,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,4659.4506,13.0,OPP CIRCLE PEN,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,270.9198,12.0,OPP ATT FH,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,439.91316666666665,12.0,OPP ATT FH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,570.4745666666666,12.0,OPP ATT FH,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,980.0069999957483,12.0,OPP ATT FH,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1324.2146,12.0,OPP ATT FH,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1353.6546,12.0,OPP ATT FH,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
video 23 09 2022,1512.3499,12.0,OPP ATT FH,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
