Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win UMD,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover UMD,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win UMD,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover UMD,BS Outcome - New BS DUKE,BS Outcome - New BS UMD,Ball Start,Circle Entry,From Zone DUKE,From Zone UMD,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type UMD,To Zone DUKE,To Zone UMD,Ungrouped,Notes,Flags
Duke vs UMD,1311.2571520289873,0.0,Labels,179, ,,,,,,,,,,,,,,,Middle,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1313.0991232859953,0.0,Labels,180,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
Duke vs UMD,1318.1988360260016,0.0,Labels,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs UMD,1522.3516333333334,0.0,Labels,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs UMD,1524.898673224994,0.0,Labels,183,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,1528.5244222222223,0.0,Labels,184,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1528.7992064309965,0.0,Labels,185,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,1530.9518858649972,0.0,Labels,186,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,1534.1245666666666,0.0,Labels,187,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1534.1245666666666,0.0,Labels,188,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,1538.1989736139992,0.0,Labels,189,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,1542.203788888889,0.0,Labels,190,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1542.203788888889,0.0,Labels,191,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,1546.8982774080023,0.0,Labels,192,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,1561.6984071549948,0.0,Labels,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,1575.0984443809948,0.0,Labels,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,1582.4988524689916,0.0,Labels,195,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,1590.6213678199867,0.0,Labels,196,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,1600.3992047529905,0.0,Labels,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,1611.5801222222221,0.0,Labels,198,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,1612.181111111111,0.0,Labels,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,1617.098572164996,0.0,Labels,200,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,1618.9636444444445,0.0,Labels,201, ,,,,,,,,,,,,,,,Left,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1622.1988323969929,0.0,Labels,202,,,,,,,,,,,,,,,,,,From A25 UMD,,Circle Pass UMD,,,,,,,,,,,,,,,
Duke vs UMD,1625.0981504409979,0.0,Labels,203,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1627.3991425070035,0.0,Labels,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,1635.1043555555555,0.0,Labels,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,1640.1995186059985,0.0,Labels,206,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,1641.0989346699955,0.0,Labels,207,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,1644.6989887710067,0.0,Labels,208,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,1645.5349222222221,0.0,Labels,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UMD,1646.4991919969918,0.0,Labels,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs UMD,1654.6986630020003,0.0,Labels,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs UMD,1661.4988848600033,0.0,Labels,212,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,1665.4988491750012,0.0,Labels,213,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,1669.595965134985,0.0,Labels,214,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,1670.8926444444444,0.0,Labels,215,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1670.8926444444444,0.0,Labels,216,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,1674.0988981829908,0.0,Labels,217,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,1681.498152847992,0.0,Labels,218,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,1683.5650211119998,0.0,Labels,219,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,1686.7992112999916,0.0,Labels,220,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1688.4986702440049,0.0,Labels,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,1698.3991880769952,0.0,Labels,222,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,1701.099575431006,0.0,Labels,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs UMD,1714.9077905929921,0.0,Labels,224,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1716.2123,0.0,Labels,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,1723.0963247030036,0.0,Labels,226,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,1727.6613489729978,0.0,Labels,227,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,1741.3806222222222,0.0,Labels,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UMD,", ",,
Duke vs UMD,1748.1173462389959,0.0,Labels,229,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1751.09820638799,0.0,Labels,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,1769.5972200639978,0.0,Labels,231,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,1770.6993467819916,0.0,Labels,232,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,1777.6622777777777,0.0,Labels,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,1792.0987057489956,0.0,Labels,234,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,1803.3636719809986,0.0,Labels,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UMD,", ",,
Duke vs UMD,1821.0725444444445,0.0,Labels,236, ,,,,,,,,,,,,,,,Middle,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,1821.0725444444445,0.0,Labels,237,,,,,,,,,,,,,,,,,,From A25 UMD,,"CE UMD, PC Win UMD",,,,,,,,,,,To Circle UMD,,,,
Duke vs UMD,1873.7989704500003,0.0,Labels,238,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs UMD,1878.6996761300036,0.0,Labels,239,,,,,,,,,,,,,,,,,,,PC,"Goal UMD, ",,,,,,,,,,,To Circle DUKE,,", ",,
Duke vs UMD,1991.087284828993,0.0,Labels,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs UMD,2002.1986895330026,0.0,Labels,241,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,2006.4970197849977,0.0,Labels,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid DUKE,,", ",,
Duke vs UMD,2014.3992023420012,0.0,Labels,243,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,2026.4926769609908,0.0,Labels,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs UMD,2033.1504666666667,0.0,Labels,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs UMD,2038.898138283,0.0,Labels,246,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2041.501394787007,0.0,Labels,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,2065.2187856159885,0.0,Labels,248,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,2070.398709772992,0.0,Labels,249,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,2074.1987751279867,0.0,Labels,250,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,2080.0989251049955,0.0,Labels,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC UMD,,,", ",,
Duke vs UMD,2089.5992290740005,0.0,Labels,252,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,2097.2243968519865,0.0,Labels,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,2103.597225089998,0.0,Labels,254,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,2107.7994797999886,0.0,Labels,255,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,2115.498735743989,0.0,Labels,256,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2117.1986484409836,0.0,Labels,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs UMD,2132.0972029329896,0.0,Labels,258,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,2135.795928272007,0.0,Labels,259,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2137.1991223739974,0.0,Labels,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,2150.898927006002,0.0,Labels,261,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,2162.699006285001,0.0,Labels,262,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,2165.698786748003,0.0,Labels,263,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,2170.293765442993,0.0,Labels,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,2173.9989450109965,0.0,Labels,265,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,2177.4987300930025,0.0,Labels,266,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,2185.4147333333335,0.0,Labels,267,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,2190.5986145049937,0.0,Labels,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UMD,", ",,
Duke vs UMD,2201.7734718229844,0.0,Labels,269,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,2206.8994984899846,0.0,Labels,270,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,2210.520411111111,0.0,Labels,271, ,,,,,,,,,,,,,,,Middle,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2217.8975942740067,0.0,Labels,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC UMD,,,", ",,
Duke vs UMD,2223.35130792399,0.0,Labels,273,,,,,,,,,,,,,,,,,,From ,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,2234.4994193220014,0.0,Labels,274,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,2243.5412,0.0,Labels,275,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2244.4191333333333,0.0,Labels,276, ,,,,,,,,,,,,,,,Middle,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2245.0473444444447,0.0,Labels,277,,,,,,,,,,,,,,,,,,From A25 UMD,ACE,"Goal UMD, CE UMD",,,,,,,,,,,To Circle UMD,,,,
Duke vs UMD,2448.169622222222,0.0,Labels,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid DUKE,,", ",,
Duke vs UMD,2472.9981463899912,0.0,Labels,279,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,2477.1998112600036,0.0,Labels,280,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,2479.8109222222224,0.0,Labels,281, ,,,,,,,,,,,,,,,Right,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2486.898787699991,0.0,Labels,282,,,,,,,,,,,,,,,,,From A25 DUKE,,,CE DUKE,ACE-0 DUKE,,,,,,,,,,To Circle DUKE,,,,
Duke vs UMD,2486.9811358769985,0.0,Labels,283,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2489.7976733329933,0.0,Labels,284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,2491.4377222222224,0.0,Labels,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 DUKE,,", ",,
Duke vs UMD,2511.9093666666668,0.0,Labels,286,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2511.9093666666668,0.0,Labels,287,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,To A25 DUKE,,,,
Duke vs UMD,2526.6993850849913,0.0,Labels,288,,,,,,,,,,,,,,,,,From A25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2531.921593238983,0.0,Labels,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,2544.098804778,0.0,Labels,290,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,2549.226557243996,0.0,Labels,291,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,2554.3980810020034,0.0,Labels,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,2561.3613666666665,0.0,Labels,293,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2562.2967026359884,0.0,Labels,294,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs UMD,2570.099559661005,0.0,Labels,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,2583.1990477649883,0.0,Labels,296,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2584.8991196609936,0.0,Labels,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,2608.631235310998,0.0,Labels,298,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,2612.8990778599964,0.0,Labels,299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,2620.9971797329995,0.0,Labels,300,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,2626.5981726529994,0.0,Labels,301,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,2630.7802204289965,0.0,Labels,302,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,2637.898853690994,0.0,Labels,303,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,2644.1685666666667,0.0,Labels,304,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2644.1685666666667,0.0,Labels,305,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,2652.2987704589978,0.0,Labels,306,,,,,,,,,,,,,,,,,From AMid DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,2660.8278555555557,0.0,Labels,307,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,2660.8278555555557,0.0,Labels,308,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,2661.3988129819923,0.0,Labels,309,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,2663.197229352993,0.0,Labels,310,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,2666.0996824809913,0.0,Labels,311,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,2669.7085555555554,0.0,Labels,312, ,,,,,,,,,,,,,,,Right,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,2677.8231444444446,0.0,Labels,313,,,,,,,,,,,,,,,,,,From A25 UMD,,"Chance UMD, CE UMD, Shot UMD",,,,,,,,,,,To Circle UMD,,,,
Duke vs UMD,2683.359122222222,0.0,Labels,314,,,,,,,,,,,,,,,,,,From A25 UMD,,"CE UMD, PC Win UMD",,,,,,,,,,,To Circle UMD,,,,
Duke vs UMD,2741.312411111111,0.0,Labels,315,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs UMD,2913.078933333333,0.0,Labels,316,,,,,,,,,,,,,,,,,,,,,,,,,PC,,,,,,,,", ",,
Duke vs UMD,2918.3368777777778,0.0,Labels,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UMD,2923.999482745991,0.0,Labels,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,2941.589685679992,0.0,Labels,319,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,2946.591232381002,0.0,Labels,320,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,2954.7054333333335,0.0,Labels,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,", ",,
Duke vs UMD,2959.898070255002,0.0,Labels,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 UMD,", ",,
Duke vs UMD,3644.296143448991,0.0,Labels,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,3648.099189097996,0.0,Labels,324,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,3653.6295555555557,0.0,Labels,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,3657.3993603859867,0.0,Labels,326,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,3663.6869371589905,0.0,Labels,327,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,3667.0837,0.0,Labels,328,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,3667.0837,0.0,Labels,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UMD,", ",,
Duke vs UMD,3672.352877777778,0.0,Labels,330,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3672.352877777778,0.0,Labels,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,3676.3982074779915,0.0,Labels,332,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,3677.8993259219887,0.0,Labels,333,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,3680.197797415988,0.0,Labels,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,3682.695268495002,0.0,Labels,335,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,3691.898566407997,0.0,Labels,336,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,3693.999531816999,0.0,Labels,337,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,3704.9987158610043,0.0,Labels,338,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,3707.1992722189952,0.0,Labels,339,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,3714.0994981869976,0.0,Labels,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To A25 UMD,", ",,
Duke vs UMD,3720.470277777778,0.0,Labels,341,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3720.470277777778,0.0,Labels,342,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs UMD,3723.776866722988,0.0,Labels,343,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To DMid DUKE,,,,
Duke vs UMD,3725.0984775389975,0.0,Labels,344,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,To AMid DUKE,,,,
Duke vs UMD,3725.9966553830004,0.0,Labels,345,,,,,,,,,,,,,,,,,From DMid DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,3727.5986682039943,0.0,Labels,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To DMid UMD,", ",,
Duke vs UMD,3734.2998318610007,0.0,Labels,347,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To D25 UMD,,,
Duke vs UMD,3737.699061966995,0.0,Labels,348,,,,,,,,,,,,,,,,,,From D25 UMD,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,3757.398131337005,0.0,Labels,349,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,3761.0968223510063,0.0,Labels,350,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3769.0989764810024,0.0,Labels,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To D25 DUKE,,", ",,
Duke vs UMD,3773.29836252799,0.0,Labels,352,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,3774.9994492739866,0.0,Labels,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UMD,", ",,
Duke vs UMD,3785.2971329950005,0.0,Labels,354,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,To A25 UMD,,,
Duke vs UMD,3787.7521666666667,0.0,Labels,355,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,,,,,
Duke vs UMD,3787.7521666666667,0.0,Labels,356,,,,,,,,,,,,,,,,,,From A25 UMD,,,,,,,,,,,,,To D25 DUKE,,,,
Duke vs UMD,3807.485777777778,0.0,Labels,357,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,,,
Duke vs UMD,3808.8998906260013,0.0,Labels,358,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,To DMid UMD,,,
Duke vs UMD,3828.398328054985,0.0,Labels,359,,,,,,,,,,,,,,,,,,From DMid UMD,,,,,,,,,,,,,,To AMid UMD,,,
Duke vs UMD,3833.8434555555555,0.0,Labels,360,,,,,,,,,,,,,,,,,,From AMid UMD,,,,,,,,,,,,,,,,,
