Timeline,Start time,Duration,Row,Instance number, ,25 Build Up,Attack,BS,BS Outcome - Direct Ball Win DUKE,BS Outcome - Direct Ball Win UVA,BS Outcome - Direct turnover DUKE,BS Outcome - Direct turnover UVA,BS Outcome - In Direct Ball Win DUKE,BS Outcome - In Direct Ball Win UVA,BS Outcome - In Direct turnover DUKE,BS Outcome - In Direct turnover UVA,BS Outcome - New BS DUKE,BS Outcome - New BS UVA,Ball Start,Circle Entry,From Zone DUKE,From Zone UVA,Goal Type,Outcome +,Outcome -,Outcome Neutral,Presses,Scouting,Set Piece,Shoot Out,Shoot Out Score,Shoot Outs,Start Type DUKE,Start Type UVA,Start Type UofL,To Zone DUKE,To Zone UVA,To Zone UofL,Ungrouped,Notes,Flags
Duke vs UVA,4147.467431445667,9.601187529332492,AMid UVA,60,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,BS 3,,,,,,"Turnover, Interception",,,,,,,,,,,,To AMid UVA,,", , , , Home Game, Q3, DUKE 2 - 3  UVA, DUKE 11v10 UVA, BW3 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,4180.091647729668,7.602570303999528,AMid UVA,61,,,,,,,,,,,,,,NewBS AMid UVA,,,,From DMid UVA,,,,Sideline,,,,,,,,,,,To AMid UVA,,", , Home Game, Q3, BW2 UVA, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4188.102462687666,17.511124819000543,AMid UVA,62,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,,To AMid UVA,,", , Home Game, Q3, DUKE 2 - 3  UVA, DUKE 11v11 UVA, BW3 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,4235.016832326999,6.062378200333114,AMid UVA,63,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,BS 3,,,,,,"Turnover, Interception",,,,,,,,,,,,To AMid UVA,,", , , , Home Game, Q3, DUKE 2 - 3  UVA, DUKE 11v11 UVA, BW3 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,4270.102396324332,10.580181156668914,AMid UVA,64,,,,,,,,,,,,,,NewBS AMid UVA,,,From DMid DUKE,,,,,Free Hit,,,,,,,,,,,To AMid UVA,,", , Home Game, Q3, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start Interception, BW3 UVA, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs UVA,4281.720683245666,4.894222237667236,AMid UVA,65,,,,,,,,,,,,,,,BS,,,,,,,,,,,,,,,,,,To AMid UVA,,", , DUKE 11v11 UVA, In Conf, Home Game, Q3, Regular Season, DUKE 2 - 3  UVA",,
Duke vs UVA,4289.698849131334,7.954628678333393,AMid UVA,66,,,,,,,,,TOW DMid DUKE,,,TO AMid UVA,,,,,,From DMid UVA,,,"Turnover, Ball Out",,,,,,,,,,,,To AMid UVA,,", , , Home Game, Q3, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,4324.065757786666,3.8850447220020214,AMid UVA,67,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, Q3, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,4349.120524527333,28.717273269000543,AMid UVA,68,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,,To AMid UVA,,", , Home Game, Q3, DUKE 2 - 3  UVA, DUKE 11v11 UVA, BW3 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,4399.700702314999,3.5336232653335173,AMid UVA,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To AMid UVA,,", , Home Game, DUKE 2 - 3  UVA, Q3, DUKE 11v11 UVA, Start Interception, Regular Season, In Conf",,
Duke vs UVA,4636.7405222533325,12.711143257666663,AMid UVA,70,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, Q4, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,4836.099497925001,6.066943999665455,AMid UVA,71,,,,,BW DMid DUKE,,,BL AMid UVA,,,,,,,,,,From DMid UVA,,,"Turnover, Duel Lost",,,,,,,,,,,,To AMid UVA,,", , , Home Game, Q4, BW2 UVA, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4856.352073959665,4.868714975667899,AMid UVA,72,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, Q4, BW2 UVA, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4871.476435558668,5.950193207999291,AMid UVA,73,,,,,,,,,TOW DMid DUKE,,,TO AMid UVA,,,,,,From DMid UVA,,,"Turnover, Ball Out",,,,,,,,,,,,To AMid UVA,,", , , Home Game, Q4, BW2 UVA, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,4890.907289148,7.244141166999725,AMid UVA,74,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, Start Interception, BW3 UVA, Start DMid DUKE, BS2 DUKE, Regular Season, In Conf",,
Duke vs UVA,4903.264318929999,3.392590295332411,AMid UVA,75,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, Q4, BW3 UVA, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start AMid UVA, Regular Season, In Conf",,
Duke vs UVA,4919.438571304998,3.766674226669238,AMid UVA,76,,,,,,,,,,,,,,,,,,From A25 UVA,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, DUKE 2 - 3  UVA, Q4, Start LC UVA, DUKE 11v11 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,4966.808624738999,3.897759841334846,AMid UVA,77,,,,,BW AMid DUKE,,,BL DMid UVA,,,,,,,,,,From DMid UVA,,,"Turnover, Duel Lost",,,,,,,,,,,,To AMid UVA,,", , , Home Game, Q4, BW2 UVA, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,5038.240087915334,5.067290172331923,AMid UVA,78,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, Q4, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,5077.114916735999,7.284680003333051,AMid UVA,79,,,,,,,,,,,,,,,BS 3,,,,,,,,,,,,,,,,,,To AMid UVA,,", , Home Game, Q4, DUKE 2 - 3  UVA, DUKE 11v11 UVA, BW3 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,5311.467913647333,25.62230219333196,AMid UVA,80,,,,,,,,,TOW DMid DUKE,,,TO AMid UVA,,,,,,From DMid UVA,,,"Turnover, Foul Against",,,,,,,,,,,,To AMid UVA,,", , , Home Game, Q4, BW2 UVA, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,5344.827898480331,4.562527065334507,AMid UVA,81,,,,,,,,,,,,,,,,,From D25 DUKE,,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, DUKE 2 - 3  UVA, Q4, DUKE 11v11 UVA, Start Interception, Regular Season, In Conf",,
Duke vs UVA,5350.106666717999,5.3531373456671645,AMid UVA,82,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, Q4, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start AMid UVA, Regular Season, In Conf",,
Duke vs UVA,5358.840190892665,13.757593251335493,AMid UVA,83,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, Q4, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start AMid UVA, Regular Season, In Conf",,
Duke vs UVA,5374.704919468666,5.904996123999808,AMid UVA,84,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, Q4, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start AMid UVA, Regular Season, In Conf",,
Duke vs UVA,5493.893838087665,6.522613584001192,AMid UVA,85,,,,,,,,,,,,,,,,,,From DMid UVA,,,,,,,,,,,,,,,To AMid UVA,,", Home Game, Q4, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start DMid UVA, Regular Season, In Conf",,
Duke vs UVA,169.260226057666,18.990843713333618,A25 UVA,1, ,,,,,,,,,,,,,,,Middle,,"From AMid UVA, From AMid UVA, From A25 UVA, From A25 UVA",,"CE UVA, Chance UVA, Shot UVA, CE UVA, CE UVA, PC Win UVA, CE UVA, PC Win UVA",,,,,,,,,,,,"To Circle UVA, To Circle UVA",To A25 UVA,,", , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,265.16669560633306,11.494780311667625,A25 UVA,2,,,,,,,,,,,,,,NewBS A25 UVA,BS 4,,,,,,,Long Corner,,,,,,,,,,,To A25 UVA,,", , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,276.9914793399994,5.802819678666481,A25 UVA,3,,,,,,,,,,,,,,,BS 4,,,From ,,,,,,,,,,,,,,,To A25 UVA,,", Home Game, DUKE 0 - 0  UVA, Q1, Start LC UVA, DUKE 11v11 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,296.38521436600024,6.917947410333511,A25 UVA,4,,,,,,,,,,,,,,,,,,From AMid UVA,,,,,,,,,,,,,,,To A25 UVA,,", Home Game, DUKE 0 - 0  UVA, Q1, Start LC UVA, DUKE 11v11 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,479.30931879766564,7.633759974000725,A25 UVA,5,,,,,,,,,TOW D25 DUKE,,,TO A25 UVA,,,,,,From AMid UVA,,,"Turnover, Foul Against",,,,,,,,,,,,To A25 UVA,,", , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,512.8142958096656,9.150373486000603,A25 UVA,6, ,,,,,,,,,,,,,,,Middle,,"From AMid UVA, From A25 UVA, From A25 UVA",,"CE UVA, PC Win UVA, CE UVA, PC Win UVA",,,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,622.5714456533327,9.158511476001195,A25 UVA,7, ,,,,,,,,,,,,,,,Middle,,"From A25 UVA, From A25 UVA, From A25 UVA",,", Chance UVA, Shot UVA, , , PC Win UVA, , PC Win UVA",,,,,,,,,,,,"To Circle UVA, To Circle UVA",To A25 UVA,,", , , , , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, PC, BW4 UVA, Start A25 UVA, Regular Season, In Conf",,
Duke vs UVA,752.0015901389992,10.167075199000692,A25 UVA,8,,,,,,,,,,,,,,NewBS A25 UVA,,,,From AMid UVA,,,,Free Hit,,,,,,,,,,,To A25 UVA,,", , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,764.5735343699997,8.517303794999748,A25 UVA,9,,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,BS 5,,,,,,"Turnover, Duel Lost",,,,,,,,,,,,To A25 UVA,,", , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, Regular Season, In Conf",,
Duke vs UVA,779.8839787849993,10.641093464000278,A25 UVA,10,,,,,,,,,,,,,,NewBS A25 UVA,,,,,,,,Long Corner,,,,,,,,,,,To A25 UVA,,", , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW3 UVA, Start AMid UVA, Regular Season, In Conf",,
Duke vs UVA,794.9188250169996,6.577233712999714,A25 UVA,11,,,,,,,,,,,,,,,BS 4,,,From ,,,,,,,,,,,,,,,To A25 UVA,,", Home Game, DUKE 0 - 0  UVA, Q1, Start LC UVA, DUKE 11v11 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,818.5464094756671,12.591902312999196,A25 UVA,12,,,,,,,,,TOW D25 DUKE,,,TO A25 UVA,,,BS 4,,,From ,,,"Turnover, Foul Against",,,,,,,,,,,,To A25 UVA,,", , , Home Game, DUKE 0 - 0  UVA, Q1, Start LC UVA, DUKE 11v11 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,850.0199813536661,7.210324710000123,A25 UVA,13,,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,,,,From AMid UVA,,,"End Line, Turnover",,,,,,,,,,,,To A25 UVA,,", , , Home Game, Q1, BW3 UVA, DUKE 0 - 0  UVA, DUKE 11v11 UVA, Start AMid UVA, Regular Season, In Conf",,
Duke vs UVA,887.5241171116664,4.485193351000476,A25 UVA,14,,,,,,,,,,,,,,,,,,From AMid UVA,,,,,,,,,,,,,,,To A25 UVA,,", Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,902.8435689886658,6.031217672000707,A25 UVA,15,,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,,,,From AMid UVA,,,"Turnover, Interception",,,,,,,,,,,,To A25 UVA,,", , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,939.9089292526664,9.984312518999332,A25 UVA,16, ,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,,Right,,"From AMid UVA, From A25 UVA, From A25 UVA",,"CE UVA, CE UVA","ACE-0 UVA, Turnover, Duel Lost",,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , , , Home Game, Q1, DUKE 0 - 0  UVA, BW3 UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,956.261335772666,10.50299508100045,A25 UVA,17, ,,,,,,,,TOW D25 DUKE,,,TO A25 UVA,,,,Middle,,"From AMid UVA, From A25 UVA",,"CE UVA, Chance UVA, Shot UVA, CE UVA","Turnover, Foul Against",,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , , , , Home Game, DUKE 0 - 0  UVA, Q1, DUKE 11v11 UVA, Start Interception, BW3 UVA, Start AMid UVA, Regular Season, In Conf",,
Duke vs UVA,1107.6475507556665,11.239116998666532,A25 UVA,18,,,,,,,,,,,,,,NewBS A25 UVA,,,,From DMid UVA,,,,Free Hit,,,,,,,,,,,To A25 UVA,,", , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, Start D25 UVA, BS1 UVA, Regular Season, In Conf",,
Duke vs UVA,1125.0356812083335,4.433531274333291,A25 UVA,19,,,,,,,,,,,,,,,BS 4,,,,,,,,,,,,,,,,,,To A25 UVA,,", , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,1145.3738694989993,11.337148314000842,A25 UVA,20,,,,,,,,,,,,,,,BS 5,,,,,,,,,,,,,,,,,,To A25 UVA,,", , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, Regular Season, In Conf",,
Duke vs UVA,1157.120628486999,7.924427083001319,A25 UVA,21,,,,,,,,,,,,,,NewBS A25 UVA,,,,From A25 UVA,,,,Sideline,,,,,,,,,,,To A25 UVA,,", , Home Game, Q1, BW4 UVA, DUKE 0 - 0  UVA, DUKE 11v11 UVA, Start A25 UVA, Regular Season, In Conf",,
Duke vs UVA,1171.0761229749999,19.001925810666762,A25 UVA,22, ,,,,,,,,,,,,,,BS 4,Right,,"From A25 UVA, From A25 UVA",,"CE UVA, PC Win UVA, CE UVA, PC Win UVA",,,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , , Home Game, Q1, DUKE 0 - 0  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,1415.689298906999,10.727683196334056,A25 UVA,23, ,,,,,,,,,,,,,,,Right,,"From DMid UVA, From DMid UVA, From A25 UVA, From A25 UVA",ACE,"CE UVA, Chance UVA, Shot UVA, CE UVA, CE UVA, CE UVA, Goal UVA",,,,,,,,,,,,"To Circle UVA, To Circle UVA",To A25 UVA,,", , , , Home Game, DUKE 0 - 0  UVA, Q2, DUKE 11v11 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,1477.401419594333,9.761290095000732,A25 UVA,24,,,,,,,,,,,,,,NewBS A25 UVA,,,,From AMid UVA,,,,Sideline,,,,,,,,,,,To A25 UVA,,", , Home Game, Q2, DUKE 0 - 1  UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,1486.8182631863328,4.754340691999914,A25 UVA,25,,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,BS 4,,,,,,"Turnover, Interception",,,,,,,,,,,,To A25 UVA,,", , , , Home Game, Q2, DUKE 0 - 1  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,1520.5168141253328,11.15853334599933,A25 UVA,26, ,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,BS 4,Right,,"From A25 UVA, From A25 UVA",,"CE UVA, CE UVA","ACE-0 UVA, Turnover, Duel Lost",,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , , , , Home Game, Q2, DUKE 0 - 1  UVA, DUKE 11v11 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,1593.4168560303322,4.356786331668218,A25 UVA,27,,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,,,,From AMid UVA,,,"Turnover, Duel Lost",,,,,,,,,,,,To A25 UVA,,", , , Home Game, Q2, DUKE 0 - 1  UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,1665.218076033999,15.448425403668125,A25 UVA,28, ,,,,,,,,,,,,,,,Right,,"From DMid UVA, From A25 UVA, From A25 UVA, From A25 UVA",,"CE UVA, Chance UVA, Shot UVA, CE UVA, CE UVA, PC Win UVA, CE UVA, PC Win UVA",,,,,,,,,,,,"To Circle UVA, To Circle UVA",To A25 UVA,,", , , , Home Game, Q2, DUKE 0 - 1  UVA, DUKE 11v11 UVA, Start D25 UVA, BS1 UVA, Regular Season, In Conf",,
Duke vs UVA,1910.8692408629993,17.129219288667173,A25 UVA,29, ,,,,,,,,,,,,,,,Left,,"From AMid UVA, From A25 UVA, From A25 UVA",,"CE UVA, PC Win UVA, CE UVA, PC Win UVA",,,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , Home Game, Q2, DUKE 1 - 1  UVA, DUKE 11v11 UVA, Start D25 UVA, BS1 UVA, Regular Season, In Conf",,
Duke vs UVA,2168.6529251283337,4.873535357665332,A25 UVA,30,,,,,,,,,TOW D25 DUKE,,,TO A25 UVA,,,,,,From DMid UVA,,,"Turnover, Foul Against",,,,,,,,,,,,To A25 UVA,,", , , Home Game, Q2, DUKE 1 - 2  UVA, DUKE 11v10 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,2191.269831603999,12.629583762667608,A25 UVA,31,,,,,,,,,,,,,,NewBS A25 UVA,,,,From AMid UVA,,,,Long Corner,,,,,,,,,,,To A25 UVA,,", , Home Game, Q2, BW3 UVA, DUKE 1 - 2  UVA, DUKE 11v10 UVA, Start AMid UVA, Regular Season, In Conf",,
Duke vs UVA,2208.8435498306662,4.64924926599997,A25 UVA,32,,,,,,,,,,,,,,,BS 4,,,From ,,,,,,,,,,,,,,,To A25 UVA,,", Home Game, DUKE 1 - 2  UVA, Q2, Start LC UVA, DUKE 11v10 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,2215.676376169666,10.717589934667103,A25 UVA,33,,,,,,,,,,,,,,NewBS A25 UVA,,,,From AMid UVA,,,,Free Hit,,,,,,,,,,,To A25 UVA,,", , Home Game, DUKE 1 - 2  UVA, Q2, Start LC UVA, DUKE 11v10 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,2225.138980557333,12.471605343666852,A25 UVA,34, ,,,,,,,,,,,,,NewBS A25 UVA,BS 4,Right,,"From A25 UVA, From A25 UVA",,"CE UVA, CE UVA",ACE-0 UVA,Long Corner,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , , , Home Game, Q2, DUKE 1 - 2  UVA, DUKE 11v10 UVA, BW4 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,2242.5252971289997,9.843393208334419,A25 UVA,35,,,,,,,,,,,,,,NewBS A25 UVA,BS 4,,,From ,,,,Free Hit,,,,,,,,,,,To A25 UVA,,", , Home Game, DUKE 1 - 2  UVA, Q2, Start LC UVA, DUKE 11v11 UVA, Start LC UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,2251.715149695333,5.833491475333176,A25 UVA,36,,,,,,,,,TOW D25 DUKE,,,TO A25 UVA,,,BS 5,,,,,,"Turnover, Foul Against",,,,,,,,,,,,To A25 UVA,,", , , , Home Game, Q2, DUKE 1 - 2  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, Regular Season, In Conf",,
Duke vs UVA,2270.226702334333,9.44529829066687,A25 UVA,37,,,,,,,,,,,,,,NewBS A25 UVA,BS 4,,,,,,,Free Hit,,,,,,,,,,,To A25 UVA,,", , , Home Game, Q2, DUKE 1 - 2  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,2278.887800592666,10.616571052667496,A25 UVA,38,,,,,,,,,TOW D25 DUKE,,,TO A25 UVA,,,BS 5,,,,,,"Turnover, Foul Against",,,,,,,,,,,,To A25 UVA,,", , , , Home Game, Q2, DUKE 1 - 2  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, Regular Season, In Conf",,
Duke vs UVA,2432.784814146,5.247630516000299,A25 UVA,39,,,,,,,,,,,,,,NewBS AMid UVA,,,,From AMid UVA,,,,Free Hit,,,,,,,,,,,To A25 UVA,,", , Home Game, Q2, DUKE 1 - 2  UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,2439.998185784666,4.049822452999706,A25 UVA,40,,,,,,,,,,,,,,,BS 4,,,,,,,,,,,,,,,,,,To A25 UVA,,", , Home Game, Q2, DUKE 1 - 2  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,2454.6148355843334,6.333367660332442,A25 UVA,41,,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,,,,From DMid UVA,,,"Turnover, Interception",,,,,,,,,,,,To A25 UVA,,", , , Home Game, Q2, DUKE 1 - 2  UVA, DUKE 11v11 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,2512.204338185999,7.54676765766817,A25 UVA,42,,,,,,,,,,,,,,,,,,"From AMid UVA, From A25 UVA",,"CE UVA, PC Win UVA, CE UVA, PC Win UVA",,,,,,,,,,,,To Circle UVA,To A25 UVA,,", , Home Game, Q2, DUKE 1 - 2  UVA, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,2610.452766774,13.224830780000048,A25 UVA,43, ,,,,,,,,,,,,,,,Right,,"From DMid UVA, From A25 UVA, From A25 UVA",,"CE UVA, PC Win UVA, CE UVA, PC Win UVA",,,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , Home Game, DUKE 1 - 2  UVA, Q2, DUKE 11v11 UVA, Start AMid UVA, BS3 UVA, Regular Season, In Conf",,
Duke vs UVA,3364.741845947667,8.95249306233336,A25 UVA,44, ,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,,Middle,,"From AMid UVA, From AMid UVA, From A25 UVA",,"CE UVA, CE UVA","ACE-0 UVA, Turnover, Interception",,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , , , Home Game, Q3, BW3 UVA, DUKE 1 - 3  UVA, DUKE 11v11 UVA, Start AMid UVA, Regular Season, In Conf",,
Duke vs UVA,3375.7524540093314,13.364067454667747,A25 UVA,45, ,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,,Right,From D25 DUKE,"From A25 UVA, From A25 UVA",,"CE UVA, CE UVA","ACE-0 UVA, End Line, Turnover",,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , , , Home Game, Q3, DUKE 1 - 3  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, Regular Season, In Conf",,
Duke vs UVA,3608.194585639666,10.76039701000036,A25 UVA,46, ,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,,Right,,"From AMid UVA, From AMid UVA, From A25 UVA",,"CE UVA, Chance UVA, Shot UVA, CE UVA","Turnover, Duel Lost",,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , , , Home Game, Q3, BW3 UVA, DUKE 1 - 3  UVA, DUKE 11v11 UVA, Start AMid UVA, Regular Season, In Conf",,
Duke vs UVA,3945.153512706666,6.233840742001121,A25 UVA,47,,,,,,,,,,,,,,NewBS A25 UVA,,,,From DMid UVA,,,,Free Hit,,,,,,,,,,,To A25 UVA,,", , Home Game, Q3, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start DMid UVA, BS2 UVA, Regular Season, In Conf",,
Duke vs UVA,3950.1086998406663,5.079225400000723,A25 UVA,48,,,,,,,,,,,,,,,BS 4,,,,,,,,,,,,,,,,,,To A25 UVA,,", , Home Game, Q3, DUKE 2 - 3  UVA, DUKE 11v11 UVA, BW4 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,3962.885757734667,10.910465026999645,A25 UVA,49, ,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,,Left,,"From AMid UVA, From A25 UVA, From A25 UVA",,"CE UVA, CE UVA","ACE-0 UVA, End Line, Turnover",,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , , , Home Game, DUKE 2 - 3  UVA, Q3, DUKE 11v11 UVA, Start A25 UVA, BS4 UVA, Regular Season, In Conf",,
Duke vs UVA,4024.157001109665,8.939680455668167,A25 UVA,50, ,,,,BW D25 DUKE,,,BL A25 UVA,,,,,,,,Right,,"From AMid UVA, From A25 UVA, From A25 UVA",,"CE UVA, CE UVA","ACE-0 UVA, Turnover, Interception",,,,,,,,,,,To Circle UVA,To A25 UVA,,", , , , , Home Game, Q3, BW3 UVA, DUKE 2 - 3  UVA, DUKE 11v11 UVA, Start AMid UVA, Regular Season, In Conf",,
